# O+CO2(ji)->O+CO2(jf) molscat cross sections, CS8_JMAX100 approx. (written on 04/29/2019);
# E=2240.000000 (1/cm) = 0.277724602161 eV
# ji  jf sigma(ji,jf) (1e-16 cm^2)
  0   0 1.759520e+02
  0   2 2.096327e+01
  0   4 7.779460e+00
  0   6 5.182107e+00
  0   8 3.939903e+00
  0  10 2.417060e+00
  0  12 2.496873e+00
  0  14 2.337407e+00
  0  16 1.738610e+00
  0  18 1.799463e+00
  0  20 1.645397e+00
  0  22 1.353614e+00
  0  24 1.443280e+00
  0  26 1.290903e+00
  0  28 1.009025e+00
  0  30 1.149634e+00
  0  32 1.075767e+00
  0  34 7.590557e-01
  0  36 7.799400e-01
  0  38 8.300883e-01
  0  40 7.015683e-01
  0  42 5.783800e-01
  0  44 6.084520e-01
  0  46 5.717990e-01
  0  48 4.737043e-01
  0  50 4.252153e-01
  0  52 4.425193e-01
  0  54 3.961177e-01
  0  56 3.310350e-01
  0  58 2.994783e-01
  0  60 2.949267e-01
  0  62 2.466007e-01
  0  64 1.872793e-01
  0  66 1.378660e-01
  0  68 1.121873e-01
  0  70 7.737683e-02
  0  72 3.645710e-02
  0  74 7.775140e-03
  0  76 0.000000e+00
  0  78 0.000000e+00
  0  80 0.000000e+00
  0  82 0.000000e+00
  0  84 0.000000e+00
  0  86 0.000000e+00
  0  88 0.000000e+00
  0  90 0.000000e+00
  0  92 0.000000e+00
  0  94 0.000000e+00
  0  96 0.000000e+00
  0  98 0.000000e+00
  0 100 0.000000e+00
  1   1 1.844263e+02
  1   3 1.605413e+01
  1   5 6.879177e+00
  1   7 4.717570e+00
  1   9 3.166203e+00
  1  11 2.471493e+00
  1  13 2.406763e+00
  1  15 2.000057e+00
  1  17 1.739767e+00
  1  19 1.714893e+00
  1  21 1.500313e+00
  1  23 1.399440e+00
  1  25 1.358097e+00
  1  27 1.119560e+00
  1  29 1.031323e+00
  1  31 1.083756e+00
  1  33 8.986567e-01
  1  35 7.889470e-01
  1  37 8.050127e-01
  1  39 7.461377e-01
  1  41 6.320760e-01
  1  43 5.937353e-01
  1  45 5.795203e-01
  1  47 5.216650e-01
  1  49 4.532287e-01
  1  51 4.356487e-01
  1  53 4.127830e-01
  1  55 3.648973e-01
  1  57 3.179920e-01
  1  59 2.982787e-01
  1  61 2.703947e-01
  1  63 2.175410e-01
  1  65 1.609078e-01
  1  67 1.252242e-01
  1  69 9.617388e-02
  1  71 5.680270e-02
  1  73 1.946919e-02
  1  75 2.128672e-03
  1  77 0.000000e+00
  1  79 0.000000e+00
  1  81 0.000000e+00
  1  83 0.000000e+00
  1  85 0.000000e+00
  1  87 0.000000e+00
  1  89 0.000000e+00
  1  91 0.000000e+00
  1  93 0.000000e+00
  1  95 0.000000e+00
  1  97 0.000000e+00
  1  99 0.000000e+00
  2   0 4.197043e+00
  2   2 1.844923e+02
  2   4 1.455675e+01
  2   6 6.363077e+00
  2   8 4.023150e+00
  2  10 3.023697e+00
  2  12 2.477273e+00
  2  14 2.177727e+00
  2  16 1.952103e+00
  2  18 1.681437e+00
  2  20 1.616347e+00
  2  22 1.493503e+00
  2  24 1.339947e+00
  2  26 1.233800e+00
  2  28 1.107123e+00
  2  30 1.014504e+00
  2  32 9.430823e-01
  2  34 8.906003e-01
  2  36 8.067273e-01
  2  38 7.380213e-01
  2  40 6.785660e-01
  2  42 6.358353e-01
  2  44 5.728903e-01
  2  46 5.294900e-01
  2  48 4.991343e-01
  2  50 4.573930e-01
  2  52 4.142453e-01
  2  54 3.855243e-01
  2  56 3.516680e-01
  2  58 3.132023e-01
  2  60 2.803527e-01
  2  62 2.451227e-01
  2  64 1.891493e-01
  2  66 1.434751e-01
  2  68 1.116198e-01
  2  70 7.744092e-02
  2  72 3.720437e-02
  2  74 7.969637e-03
  2  76 0.000000e+00
  2  78 0.000000e+00
  2  80 0.000000e+00
  2  82 0.000000e+00
  2  84 0.000000e+00
  2  86 0.000000e+00
  2  88 0.000000e+00
  2  90 0.000000e+00
  2  92 0.000000e+00
  2  94 0.000000e+00
  2  96 0.000000e+00
  2  98 0.000000e+00
  2 100 0.000000e+00
  3   1 6.892350e+00
  3   3 1.847877e+02
  3   5 1.357717e+01
  3   7 5.627153e+00
  3   9 3.788747e+00
  3  11 2.965310e+00
  3  13 2.328440e+00
  3  15 2.162023e+00
  3  17 1.879630e+00
  3  19 1.633610e+00
  3  21 1.619540e+00
  3  23 1.427460e+00
  3  25 1.276197e+00
  3  27 1.249070e+00
  3  29 1.115600e+00
  3  31 9.510107e-01
  3  33 9.296923e-01
  3  35 8.917460e-01
  3  37 7.529737e-01
  3  39 6.899957e-01
  3  41 6.815733e-01
  3  43 6.159160e-01
  3  45 5.328447e-01
  3  47 5.089910e-01
  3  49 4.952677e-01
  3  51 4.378667e-01
  3  53 3.943450e-01
  3  55 3.748477e-01
  3  57 3.407270e-01
  3  59 2.951217e-01
  3  61 2.633837e-01
  3  63 2.187697e-01
  3  65 1.661682e-01
  3  67 1.277169e-01
  3  69 9.611277e-02
  3  71 5.798498e-02
  3  73 2.017027e-02
  3  75 2.222267e-03
  3  77 0.000000e+00
  3  79 0.000000e+00
  3  81 0.000000e+00
  3  83 0.000000e+00
  3  85 0.000000e+00
  3  87 0.000000e+00
  3  89 0.000000e+00
  3  91 0.000000e+00
  3  93 0.000000e+00
  3  95 0.000000e+00
  3  97 0.000000e+00
  3  99 0.000000e+00
  4   0 8.674090e-01
  4   2 8.106863e+00
  4   4 1.849020e+02
  4   6 1.261540e+01
  4   8 5.402933e+00
  4  10 3.699017e+00
  4  12 2.813440e+00
  4  14 2.339120e+00
  4  16 2.115167e+00
  4  18 1.841773e+00
  4  20 1.660203e+00
  4  22 1.554303e+00
  4  24 1.359043e+00
  4  26 1.281037e+00
  4  28 1.234140e+00
  4  30 1.081733e+00
  4  32 9.406757e-01
  4  34 9.266827e-01
  4  36 8.394127e-01
  4  38 7.215503e-01
  4  40 6.923377e-01
  4  42 6.574987e-01
  4  44 5.818313e-01
  4  46 5.223543e-01
  4  48 5.036830e-01
  4  50 4.717260e-01
  4  52 4.195657e-01
  4  54 3.878000e-01
  4  56 3.608627e-01
  4  58 3.182850e-01
  4  60 2.821947e-01
  4  62 2.451140e-01
  4  64 1.928327e-01
  4  66 1.456682e-01
  4  68 1.132879e-01
  4  70 7.911814e-02
  4  72 3.860181e-02
  4  74 8.409272e-03
  4  76 0.000000e+00
  4  78 0.000000e+00
  4  80 0.000000e+00
  4  82 0.000000e+00
  4  84 0.000000e+00
  4  86 0.000000e+00
  4  88 0.000000e+00
  4  90 0.000000e+00
  4  92 0.000000e+00
  4  94 0.000000e+00
  4  96 0.000000e+00
  4  98 0.000000e+00
  4 100 0.000000e+00
  5   1 1.885340e+00
  5   3 8.667257e+00
  5   5 1.848460e+02
  5   7 1.230965e+01
  5   9 5.307730e+00
  5  11 3.503960e+00
  5  13 2.774807e+00
  5  15 2.303010e+00
  5  17 2.043607e+00
  5  19 1.865080e+00
  5  21 1.611720e+00
  5  23 1.497707e+00
  5  25 1.354027e+00
  5  27 1.245203e+00
  5  29 1.167717e+00
  5  31 1.056026e+00
  5  33 9.445847e-01
  5  35 8.824377e-01
  5  37 8.037390e-01
  5  39 7.298943e-01
  5  41 6.577850e-01
  5  43 6.196930e-01
  5  45 5.709957e-01
  5  47 5.206337e-01
  5  49 4.800470e-01
  5  51 4.480287e-01
  5  53 4.119740e-01
  5  55 3.757420e-01
  5  57 3.359763e-01
  5  59 3.032600e-01
  5  61 2.699510e-01
  5  63 2.221640e-01
  5  65 1.675755e-01
  5  67 1.290348e-01
  5  69 9.911193e-02
  5  71 6.018855e-02
  5  73 2.134226e-02
  5  75 2.396810e-03
  5  77 0.000000e+00
  5  79 0.000000e+00
  5  81 0.000000e+00
  5  83 0.000000e+00
  5  85 0.000000e+00
  5  87 0.000000e+00
  5  89 0.000000e+00
  5  91 0.000000e+00
  5  93 0.000000e+00
  5  95 0.000000e+00
  5  97 0.000000e+00
  5  99 0.000000e+00
  6   0 4.015620e-01
  6   2 2.462797e+00
  6   4 8.767450e+00
  6   6 1.853060e+02
  6   8 1.208991e+01
  6  10 5.058320e+00
  6  12 3.424880e+00
  6  14 2.725187e+00
  6  16 2.212910e+00
  6  18 2.047397e+00
  6  20 1.793030e+00
  6  22 1.570993e+00
  6  24 1.478237e+00
  6  26 1.315510e+00
  6  28 1.186657e+00
  6  30 1.127720e+00
  6  32 1.044550e+00
  6  34 9.155753e-01
  6  36 8.438133e-01
  6  38 7.984480e-01
  6  40 7.040993e-01
  6  42 6.220067e-01
  6  44 6.035957e-01
  6  46 5.636573e-01
  6  48 4.980930e-01
  6  50 4.592943e-01
  6  52 4.378977e-01
  6  54 3.996227e-01
  6  56 3.540500e-01
  6  58 3.187270e-01
  6  60 2.922683e-01
  6  62 2.514260e-01
  6  64 1.962027e-01
  6  66 1.469843e-01
  6  68 1.160693e-01
  6  70 8.228583e-02
  6  72 4.086727e-02
  6  74 9.119669e-03
  6  76 0.000000e+00
  6  78 0.000000e+00
  6  80 0.000000e+00
  6  82 0.000000e+00
  6  84 0.000000e+00
  6  86 0.000000e+00
  6  88 0.000000e+00
  6  90 0.000000e+00
  6  92 0.000000e+00
  6  94 0.000000e+00
  6  96 0.000000e+00
  6  98 0.000000e+00
  6 100 0.000000e+00
  7   1 9.524760e-01
  7   3 2.646330e+00
  7   5 9.068347e+00
  7   7 1.857963e+02
  7   9 1.163801e+01
  7  11 4.966283e+00
  7  13 3.366280e+00
  7  15 2.628190e+00
  7  17 2.212517e+00
  7  19 1.975483e+00
  7  21 1.732287e+00
  7  23 1.565220e+00
  7  25 1.447043e+00
  7  27 1.294947e+00
  7  29 1.176557e+00
  7  31 1.123050e+00
  7  33 1.011963e+00
  7  35 8.822133e-01
  7  37 8.313473e-01
  7  39 7.698830e-01
  7  41 6.739993e-01
  7  43 6.145017e-01
  7  45 5.896720e-01
  7  47 5.348497e-01
  7  49 4.810993e-01
  7  51 4.534420e-01
  7  53 4.241463e-01
  7  55 3.808307e-01
  7  57 3.387970e-01
  7  59 3.070833e-01
  7  61 2.757863e-01
  7  63 2.279480e-01
  7  65 1.721760e-01
  7  67 1.321555e-01
  7  69 1.019275e-01
  7  71 6.357811e-02
  7  73 2.317319e-02
  7  75 2.662489e-03
  7  77 0.000000e+00
  7  79 0.000000e+00
  7  81 0.000000e+00
  7  83 0.000000e+00
  7  85 0.000000e+00
  7  87 0.000000e+00
  7  89 0.000000e+00
  7  91 0.000000e+00
  7  93 0.000000e+00
  7  95 0.000000e+00
  7  97 0.000000e+00
  7  99 0.000000e+00
  8   0 2.347030e-01
  8   2 1.197057e+00
  8   4 2.886617e+00
  8   6 9.294147e+00
  8   8 1.859927e+02
  8  10 1.143773e+01
  8  12 4.892107e+00
  8  14 3.254590e+00
  8  16 2.609517e+00
  8  18 2.164257e+00
  8  20 1.904807e+00
  8  22 1.730600e+00
  8  24 1.522830e+00
  8  26 1.429723e+00
  8  28 1.307557e+00
  8  30 1.176890e+00
  8  32 1.097683e+00
  8  34 9.861180e-01
  8  36 8.708537e-01
  8  38 8.100457e-01
  8  40 7.392290e-01
  8  42 6.696510e-01
  8  44 6.078577e-01
  8  46 5.611627e-01
  8  48 5.179147e-01
  8  50 4.783187e-01
  8  52 4.408113e-01
  8  54 4.050850e-01
  8  56 3.668073e-01
  8  58 3.281627e-01
  8  60 2.914993e-01
  8  62 2.562413e-01
  8  64 2.030070e-01
  8  66 1.535284e-01
  8  68 1.187916e-01
  8  70 8.582050e-02
  8  72 4.420061e-02
  8  74 1.016382e-02
  8  76 0.000000e+00
  8  78 0.000000e+00
  8  80 0.000000e+00
  8  82 0.000000e+00
  8  84 0.000000e+00
  8  86 0.000000e+00
  8  88 0.000000e+00
  8  90 0.000000e+00
  8  92 0.000000e+00
  8  94 0.000000e+00
  8  96 0.000000e+00
  8  98 0.000000e+00
  8 100 0.000000e+00
  9   1 5.077127e-01
  9   3 1.415123e+00
  9   5 3.105527e+00
  9   7 9.243180e+00
  9   9 1.613023e+02
  9  11 1.035548e+01
  9  13 4.286300e+00
  9  15 2.903150e+00
  9  17 2.304553e+00
  9  19 1.916847e+00
  9  21 1.758647e+00
  9  23 1.550347e+00
  9  25 1.386610e+00
  9  27 1.344530e+00
  9  29 1.211770e+00
  9  31 1.093503e+00
  9  33 1.031625e+00
  9  35 9.408980e-01
  9  37 8.286233e-01
  9  39 7.476390e-01
  9  41 7.074687e-01
  9  43 6.406440e-01
  9  45 5.655553e-01
  9  47 5.277223e-01
  9  49 4.985717e-01
  9  51 4.530320e-01
  9  53 4.132583e-01
  9  55 3.829760e-01
  9  57 3.492557e-01
  9  59 3.071903e-01
  9  61 2.720210e-01
  9  63 2.307670e-01
  9  65 1.781722e-01
  9  67 1.351115e-01
  9  69 1.038620e-01
  9  71 6.677480e-02
  9  73 2.526240e-02
  9  75 2.986345e-03
  9  77 0.000000e+00
  9  79 0.000000e+00
  9  81 0.000000e+00
  9  83 0.000000e+00
  9  85 0.000000e+00
  9  87 0.000000e+00
  9  89 0.000000e+00
  9  91 0.000000e+00
  9  93 0.000000e+00
  9  95 0.000000e+00
  9  97 0.000000e+00
  9  99 0.000000e+00
 10   0 1.173467e-01
 10   2 7.332257e-01
 10   4 1.610633e+00
 10   6 3.169157e+00
 10   8 9.321613e+00
 10  10 1.433260e+02
 10  12 9.367310e+00
 10  14 3.880780e+00
 10  16 2.548810e+00
 10  18 1.982730e+00
 10  20 1.689660e+00
 10  22 1.519160e+00
 10  24 1.331990e+00
 10  26 1.210407e+00
 10  28 1.143093e+00
 10  30 1.042767e+00
