# O+CO2(ji)->O+CO2(jf) molscat cross sections, CS8_JMAX100 approx. (written on 04/29/2019);
# E=20240.000000 (1/cm) = 2.50944015524 eV
# ji  jf sigma(ji,jf) (1e-16 cm^2)
  0   0 1.160213e+02
  0   2 8.609193e+00
  0   4 2.780177e+00
  0   6 2.484090e+00
  0   8 1.837603e+00
  0  10 1.457197e+00
  0  12 1.585817e+00
  0  14 1.303817e+00
  0  16 1.055593e+00
  0  18 1.311170e+00
  0  20 1.050976e+00
  0  22 9.325710e-01
  0  24 1.049150e+00
  0  26 8.750417e-01
  0  28 7.612640e-01
  0  30 8.911517e-01
  0  32 7.846417e-01
  0  34 6.901133e-01
  0  36 8.181207e-01
  0  38 7.004627e-01
  0  40 6.678503e-01
  0  42 7.486323e-01
  0  44 7.925720e-01
  0  46 6.327367e-01
  0  48 6.874923e-01
  0  50 6.616713e-01
  0  52 5.939797e-01
  0  54 6.499707e-01
  0  56 6.185007e-01
  0  58 5.568397e-01
  0  60 5.565693e-01
  0  62 5.688660e-01
  0  64 4.740000e-01
  0  66 4.655343e-01
  0  68 4.795647e-01
  0  70 4.983717e-01
  0  72 4.437143e-01
  0  74 4.558433e-01
  0  76 4.291530e-01
  0  78 4.045813e-01
  0  80 4.073730e-01
  0  82 4.160160e-01
  0  84 3.922983e-01
  0  86 4.108133e-01
  0  88 4.218767e-01
  0  90 3.588010e-01
  0  92 3.718387e-01
  0  94 4.473483e-01
  0  96 3.456107e-01
  0  98 3.280540e-01
  0 100 5.690453e-01
  1   1 1.194598e+02
  1   3 6.392897e+00
  1   5 2.691740e+00
  1   7 2.186427e+00
  1   9 1.675577e+00
  1  11 1.490160e+00
  1  13 1.418583e+00
  1  15 1.168877e+00
  1  17 1.165033e+00
  1  19 1.137603e+00
  1  21 9.691197e-01
  1  23 9.664037e-01
  1  25 9.412480e-01
  1  27 8.486953e-01
  1  29 8.543443e-01
  1  31 8.347500e-01
  1  33 7.489110e-01
  1  35 7.934867e-01
  1  37 7.768010e-01
  1  39 6.754447e-01
  1  41 7.167403e-01
  1  43 7.699627e-01
  1  45 6.952467e-01
  1  47 6.279503e-01
  1  49 6.970513e-01
  1  51 6.421390e-01
  1  53 6.036173e-01
  1  55 6.172323e-01
  1  57 6.024157e-01
  1  59 5.724287e-01
  1  61 5.619167e-01
  1  63 5.770657e-01
  1  65 5.421743e-01
  1  67 4.964233e-01
  1  69 4.802383e-01
  1  71 4.571200e-01
  1  73 4.864997e-01
  1  75 4.421987e-01
  1  77 4.455710e-01
  1  79 4.315437e-01
  1  81 4.202040e-01
  1  83 4.251327e-01
  1  85 4.364120e-01
  1  87 3.864793e-01
  1  89 3.619640e-01
  1  91 3.871873e-01
  1  93 4.748953e-01
  1  95 3.620117e-01
  1  97 3.533453e-01
  1  99 5.870297e-01
  2   0 1.722040e+00
  2   2 1.192726e+02
  2   4 5.913827e+00
  2   6 2.469003e+00
  2   8 1.991777e+00
  2  10 1.659703e+00
  2  12 1.437770e+00
  2  14 1.300713e+00
  2  16 1.235360e+00
  2  18 1.123021e+00
  2  20 1.065133e+00
  2  22 1.007505e+00
  2  24 9.270330e-01
  2  26 8.887207e-01
  2  28 8.618783e-01
  2  30 7.916800e-01
  2  32 7.902130e-01
  2  34 7.793227e-01
  2  36 7.066493e-01
  2  38 7.459673e-01
  2  40 7.054657e-01
  2  42 6.913413e-01
  2  44 6.967760e-01
  2  46 6.482007e-01
  2  48 6.310460e-01
  2  50 6.525783e-01
  2  52 6.110653e-01
  2  54 5.866173e-01
  2  56 6.017733e-01
  2  58 5.948987e-01
  2  60 5.603193e-01
  2  62 5.818497e-01
  2  64 5.785993e-01
  2  66 5.408480e-01
  2  68 5.099197e-01
  2  70 5.161693e-01
  2  72 4.562870e-01
  2  74 4.692387e-01
  2  76 4.727087e-01
  2  78 4.581333e-01
  2  80 4.496080e-01
  2  82 4.310347e-01
  2  84 4.326103e-01
  2  86 4.305220e-01
  2  88 4.038570e-01
  2  90 3.654640e-01
  2  92 3.832660e-01
  2  94 4.575000e-01
  2  96 3.544630e-01
  2  98 3.560893e-01
  2 100 5.796747e-01
  3   1 2.740340e+00
  3   3 1.194521e+02
  3   5 5.573020e+00
  3   7 2.308233e+00
  3   9 1.982087e+00
  3  11 1.577837e+00
  3  13 1.320817e+00
  3  15 1.338403e+00
  3  17 1.187803e+00
  3  19 1.017500e+00
  3  21 1.085033e+00
  3  23 9.905867e-01
  3  25 8.727070e-01
